sq0002	755511	755593	a	0	0
sq0002	755742	755819	a	0	0
sq0002	1786086	1786169	a	0	0
sq0002	2039973	2040046	a	0	0
sq0002	2052558	2052631	a	0	0
sq0002	2064792	2064865	a	0	0
sq0002	2083578	2083651	a	0	0
sq0002	2141736	2141809	a	0	0
sq0002	2231076	2231149	a	0	0
sq0002	2234021	2234094	a	0	0
sq0002	2234217	2234290	a	0	0
sq0002	3743223	3743294	a	0	0
sq0002	3744006	3744077	a	0	0
sq0002	4349800	4349872	a	0	0
sq0002	4350004	4350076	a	0	0
sq0002	4912319	4912390	a	0	0
sq0002	4991685	4991819	a	0	0
sq0002	5935392	5935552	a	0	0
sq0002	5938254	5938414	a	0	0
sq0002	5964770	5964930	a	0	0
sq0002	7475891	7475997	a	0	0
sq0002	8006118	8006224	a	0	0
sq0002	8171485	8171590	a	0	0
sq0002	8429751	8429824	a	0	0
sq0002	9760309	9760380	a	0	0
sq0002	9922130	9922325	a	0	0
sq0002	10662938	10663043	a	0	0
sq0002	11890759	11890937	a	0	0
sq0002	14583346	14583452	a	0	0
sq0002	17312696	17312802	a	0	0
sq0002	19706732	19706818	a	0	0
sq0002	20074152	20074258	a	0	0
sq0002	21880324	21880431	a	0	0
sq0002	24045267	24045347	a	0	0
sq0002	24625497	24625573	a	0	0
sq0002	25387466	25387552	a	0	0
sq0002	26187424	26187496	a	0	0
sq0002	27799522	27799608	a	0	0
sq0002	28343762	28343870	a	0	0
sq0002	28349710	28349782	a	0	0
sq0002	29047042	29047114	a	0	0
sq0002	29381369	29381454	a	0	0
sq0002	29385126	29385200	a	0	0
sq0002	29587263	29587374	a	0	0
sq0002	32214567	32214639	a	0	0
sq0002	32755837	32755919	a	0	0
sq0002	32755980	32756051	a	0	0
sq0002	32864641	32864713	a	0	0
sq0002	33296416	33296507	a	0	0
sq0002	33580997	33581143	a	0	0
sq0002	34391857	34391928	a	0	0
sq0002	35060436	35060508	a	0	0
sq0002	35060621	35060692	a	0	0
sq0002	35112834	35112907	a	0	0
sq0002	35113030	35113103	a	0	0
sq0002	35313888	35313959	a	0	0
sq0002	35410392	35410472	a	0	0
sq0002	35602058	35602130	a	0	0
sq0002	35765002	35765074	a	0	0
